userName;score;at;content
All Area public;1;13/03/2023 07:31;Mau daftar SUBSIDI Apa Mau JUAL MOBIL. Ribet banget segala nomor rangka dicantumin
Mr. Jakpiero;1;13/03/2023 07:17;Jika pada saat pendaftaran salah memasukan email solusinya gmna min..? Soalnya konfirmasi kode otp ke email tdak muncul.. tolong di respon..
kiki andriansyah;1;13/03/2023 07:11;Aplikasi susah di buka Lama sekali repot lagi Mau beli solar bayar aja ribet banget ihh
Faisal Huzairin;1;13/03/2023 07:09;gak jelas aplikasi nya...ribet mintak ampun..mau marah gak tau sma siapa
sulee san;1;13/03/2023 06:50;Aplikasi ribet . Lebih gampang buat wassap . Birokrasi negeri wakanda emg gaje
Kimon Hasura;1;13/03/2023 06:40;Terimakasih pemerintah yang telah memberikan program yang cukup baik dengan menargetkan BBM subsidi lebih agar lebih tepat sasaran. Namun dapat terlihat OKNUM DEVELOPER DAN PENANGGUNG JAWAB PEMBUAT APLIKASI INI SANGAT SANGAT MERESAHKAN SEMOGA TIDAK ADA TINDAK PIDANA KORUPSI YAA DALAM PENGADAAN APLIKASI INI
lambok munthe;1;13/03/2023 06:38;Tidak berguna sangat membangongkan
Mufaddhol Mufaddhol;1;13/03/2023 06:33;Gak jelas udah daftar semua bener Pasword bener nik bener tapi gak bisa login wkekek aplikasi cacat
Rahmat Afrizal;5;13/03/2023 06:24;Keren banget
Santoso Setiono;1;13/03/2023 06:12;Sdh sy ikuti sesuai petunjuk tp ga bisa jg
alfin firnanda;1;13/03/2023 05:43;Aplikasi buruk ,ortu kerjaan supir malah gk layak dpt program subsidi Bio Solar. Kalau bgini terus uang jalan bakal habis terus untuk ngisi BBM selain solar. Tolong di perbaiki lgi masalah subsidi bio solar..
Muhamad Sabur (Boer);1;13/03/2023 05:41;Aplikasi ampas, pas mau bayar eror bikin panjang antrian, bukan jadi efisien malah buang waktu
Fera Yunita;1;13/03/2023 05:16;Susah masuk ribet.
ismy astuti;1;13/03/2023 05:10;Aplikasi gk jelas
Gus Alwy Hamu;1;13/03/2023 05:08;Gak bisa diapdet, cuma muter2 tdk karuan juntrungnya!!!!
Wasli Diana;5;13/03/2023 04:25;Mantap
samsoel kapsoel;1;13/03/2023 04:21;Aplikasi nge bug
Victor Limbong;1;13/03/2023 04:13;Aplikasi gak jelas
Khoiril Kopking;5;13/03/2023 03:40;Cukup bagus
Rendi Arisna Putra;1;13/03/2023 03:34;Aplikasi sampah, mau registrasi susahnya bukan main, mau ngisi data aja ga bs. Kayak mana mau pengadaan subsidi tepat, kalo aplikasi tidak memadai.
ganar alganar;5;13/03/2023 03:21;Sudah sesuai 👍🏻👌🏻
Glen Boseke;1;13/03/2023 03:12;Mau ngisi di pom sudah tidak bisa di apk keterangan belum terverivikasi sudah 2 minggu
Tri Setyo;5;13/03/2023 02:58;Membantu sakali
Mahmud Din;3;13/03/2023 02:54;Kalau gak ada cashback gak perlu makai aplikasi, mlah ribet, mending cash, kalau gak bawa duit mending pakai mbanking spt Brimo gak 2 kali nyaldo
Andri Asisi;5;13/03/2023 02:42;Jos
Ade Ismail;1;13/03/2023 02:41;Susah d operasikan
Cystajol Cungkringers;1;13/03/2023 02:36;data di aplikasi dah jelas motor ojol malah ga bisa bayar pertalite pake ovo/gopay
Nur Yasin;4;13/03/2023 02:28;Lebih tertib, tapi masih banyak CC diatas 1500 yg ikut antri
Dede Hidayat;1;13/03/2023 02:19;Aplikasi nyusahin rakyat, klo belum bisa melayani secara digital gak usah memaksakan...
mboys kitit;5;13/03/2023 02:18;Good sangat mudah
Anda Rulli;1;13/03/2023 02:11;Aplikasi Ribet...udah terdaftar..punya Barcode..eh sampai SPBU barcode nya tidak terkoneksi..daftar lagi harus ganti KTP.. Pokoknya ini aplikasi super ribet dari pertamina yg isinya katanya orang pintar semua...kalau ngga mau jual minyak sama masyarakat...tutup aja SPBU ngga usah bikin ribet kami yg sudah susah... F***CK
Herly Santoso;5;13/03/2023 02:09;ribetttf
Tulus Setyo Asmoro;1;13/03/2023 02:07;Sistem verifikasi terlalu berlebihan, udah login pakai password, harus masukin lagi kode verifikasi. Terus perlu login setiap buka aplikasi ga bisa autosave gitu?? Padahal ga penting banget isi aplikasi ini. Terus juga daftar udah berkali-kali tapi selalu ditolak dengan alasan foto STNK tidak sesuai atau tidak terbaca. Apa nama stnk harus sama dengan nama KTP?? Trus harus balik nama dulu??
Irwansyah Putra;5;13/03/2023 02:07;Masih coba coba
Yurnanto HK Hattami;5;13/03/2023 02:04;Satu langkah maju menuju perbaikan pelayanan publik
sohidin simpur;5;13/03/2023 02:03;Sudah sering pakai selama ini ga ada masalah
Rahma Dania;5;13/03/2023 01:38;Keren
Reval Nofriadi;5;13/03/2023 01:34;👍
Muchtar Riyadi Nasution;5;13/03/2023 01:00;Mantap
Rohman Tajur;4;13/03/2023 00:50;Sudah daftar tapi saat di luar kota pembelian di batasi
inyong siroh;1;12/03/2023 20:40;Aduhh
Syarifuddin Siregar;1;12/03/2023 20:40;Unpaedah
Ali Eddi Humala Hasibuan;5;12/03/2023 18:40;Good
Sulis Tiyanto;4;12/03/2023 16:27;"Cuaca hujan"" Mobil jarang dipakai."
Dar Nanna;4;12/03/2023 16:17;Coba dulu semoga membantu
Adi Nabil;1;12/03/2023 15:15;Asli ngga beres ini aplikasi
Boby Erlangga;3;12/03/2023 15:13;Masi cobak
Hari Priansah;1;12/03/2023 14:26;DiSPBU sudah di larang mengunakan HP tapi Mengapa operaror menggunakan HP ketika pengisian BBM.
Fandi Ramadhan;5;12/03/2023 13:00;Bermanfaat
Akmal Jhonatan;5;12/03/2023 12:51;Beri bintang 5 Coba dulu
akbar setiawan;1;12/03/2023 12:48;Aplikasi bodoh. syarat ribet cara pendaftaran kayak masuk PNS
bimo wibowo;5;12/03/2023 12:17;Tingkatkan kualitas selalu
Abdullah Dullah;1;12/03/2023 12:11;Buat ribet knnntl tinggal bayar aja susah kali konntl pemerintah
Caca Danu;3;12/03/2023 12:06;Mmmoopppx, aaxe,
yudi Sudrajat;5;12/03/2023 12:01;Oke
Debi Tri;1;12/03/2023 11:49;Mau claim qr kodenya susah sekali. Aplikasi jelek maaf saya beri bintang 1 dulu
kearifan lokal;5;12/03/2023 11:42;Pertamina oke
Heru Setiawan;1;12/03/2023 11:26;Gak bisa terhubung dengan ovo, gopay dll
Yogi Ardiansyah;1;12/03/2023 10:57;Aplikasi apaan susah amat mau nambah data kendaraan aplikasi bobrok
Dandan Ramdani;1;12/03/2023 10:27;Susah banget dapat QR kode, STNK tidak jelas, silinder tidak sesuai, no polisi tidak sesuai dengan STNK dll, sue pokoknya
Tirta Dm;1;12/03/2023 09:50;Aplikasi tdk jelas aplikasi bikin susah masyarakat tdk jelas aplikasi ini bnyk bug nya bukannya membawa kebaikan tapi menambah kesusahannya
Denny Ardiansyah;1;12/03/2023 09:22;pak sy cuma pengguna mobil jadul lah ko ya ribet gini, udah daftar malah ga bisa log in. kan ngehe. yang bener buat aplikasi
Seteras Jamur;1;12/03/2023 08:55;Pengalaman aplikasi paling buruk.
Rendyarts;1;12/03/2023 08:46;"ini gimana sih aplikasinya gak jelas banget, sudah melakukan pendaftaran berhasil, semua berhasil tapi kok pas mau isi bahan bakar bio solar malah dapat notifikasi ""dalam pengisian bahan bakar"" padahal di hari itu belum sama sekali untuk isi bahan bakar kenapa tiba-tiba dapat notifikasi dalam pengisian bahan bakar? ini gimana yang jelas juga lah merugikan dan nyusahin Masyarakat banget"
Misael Silapraka;1;12/03/2023 08:33;Ribet kali beli bbm aja. Mana ini matanya si menteri.
fahrul ardiansyah;1;12/03/2023 08:30;Gak bisa bayar dan sinkron ke link ajah
Fadia Rahmah Ashari;5;12/03/2023 08:18;bagusss wowwwwww
KOB Music;1;12/03/2023 08:11;Sorry, saya kurang menarik dengan program gak jelas ini
qday ipunk;1;12/03/2023 07:22;Percuma make ini gak semua pom bensin bisa dan ngerti pake ini...niat mau mempermudah malah mempersulit
Muhammad Faisol;1;12/03/2023 07:20;Udah terdaftar tapi gak bisa ambil barcode, dan gak ada notifikasi ke email pas lupa password
Muhammad Fauzan Firmansyah;1;12/03/2023 07:15;Sangat tidak membantukan
deky seo;2;12/03/2023 06:29;Apakah benar ini aplikasi milik pertamina, soalnya saya tinggal di kampung yg tidak ada internet, bagaimana dg bahan bakar yang akan kami pakai. Mohon informasi. Salam
Solikhin Gray;1;12/03/2023 06:25;Percuma daftar berulang ulang kode juga sesuai tetep data tidak valid ,....
Jiamto Saidol;5;12/03/2023 05:28;Mana promonya ....ayo.. ayooo...
Poppy PuspaDewi;1;12/03/2023 04:56;Payaaaaah.....,daftar subsidi ngehang terus
feby haryani;1;12/03/2023 04:49;aplikasi lemah. gak jelas . buat tambah ribet aja. mau isi bensin aja pake barcod segala gblk
Muhammad Dimas Prihandoyo;5;12/03/2023 03:52;Mantapppp
andy santoso;5;12/03/2023 03:51;Sukses selalu
Syam Sudin;5;12/03/2023 03:46;Mantap
AGUS SETIAWAN;5;12/03/2023 02:55;Sangat bermanfaat
Om Sakti;5;12/03/2023 02:36;Ribet
Muliani Mulia;1;12/03/2023 02:36;Ribet
Andi Irham Wahid;1;12/03/2023 02:24;Ribet cuyyyy
Fauzi Firmanzah;5;12/03/2023 00:51;Menarik
Adi Putra Yusti;5;12/03/2023 00:46;Keren, sangat membantu 😁
mthofa;5;12/03/2023 00:22;Maaf belum daftar
deni haerudin;5;12/03/2023 00:20;Ok
Icefreakz GT;1;12/03/2023 00:15;kami mendeteksi anomali akses anda, pastikan vnda mengakses halaman ini dengan web browser terpercaya. ribet ya.. ud update chrome pun tetap gk di kasih login.. mau ubah data foto stnk juga tidak bisa click. malah sudah bilang terdaftar.. makin ribet.. semoga kesehatan kalian baik baik saja :)
Anggi Mahendra;5;12/03/2023 00:09;Semoga bisa mempermudah para pengendara yang mau bayar lebih cepat
Brenda Angelina;5;12/03/2023 00:07;Sangat memuaskan, semoga kedepannya terus berkembang makin baik lagi.
julie susanty;5;11/03/2023 23:56;the best
Hariyadi Nur;1;11/03/2023 23:49;Pilihan pembayaran kurang banyak hanya ada satu pilihan aja buat minta barcode tidak bisa.. Padahal sudah terdaftar
muhammad rofiun;1;11/03/2023 23:46;Mau masuk aplikasinya aja susah padahal sandi sudah benar dan sudah saya ulang ulang
Nmax Riding;5;11/03/2023 23:44;Bagus banget
andi dirhamsyah;1;11/03/2023 18:43;Aplikasi terbodoh yg pernah sy lihat, saat login di pendaftaran minta verifikasi email, begitu buka email utk lihat kode verifikasi terus balik malah keluar dan refrash terpakasa login lagi dan minta kode verifikasi lagi buka email lagi, refresh lg login lagi minta kode verifilasi lagi, gitu terus, ga tau yg bego ini programernya atau pertaminanya, aplikasi cacat gini kok dipaksakan digunakan ke semua org
Fay Fery Fay;5;11/03/2023 18:40;Kasih bintang 5 biar lebih bagus lagi aplikasinya Keseringan susah masuk ke aplikasinya tolong di perbaruin
M. Ilham Ihsanudin;1;11/03/2023 18:01;Sumpah gak guna, udah 3x ditolak pembayaran menggunakan mypertamina, saldo di linkaja bingung mau buat apa, buat narik aja admin 6500, buang aja lah aplikasi buatan anak bangsa(t)
Triyanto Triyanto;1;11/03/2023 17:55;Lumayan mudah kok
Ahmad Fauzi (Fauzi Tarigan);1;11/03/2023 17:52;Mau daftar saja di persulit data sudah lengkap hanya karna lupa di simpan data hilang semua Giliran mau masuk lagi sudah ga bisa Tolong dong di perbaiki lagi cara daftarnya biar orang bodoh orang kampung kaya saya ini bisa daftar
Sriulianto Tambun;1;11/03/2023 17:42;Sampai saat inj saya tidak.mendapatkan kode QR nya padahal sudah daftar dan sukses
Didik Mustofa;3;11/03/2023 17:24;Mmlp😂l ppok
Susan Dwijayanti;1;11/03/2023 16:59;Aplikasi benar benar menyusahkan. Kami mau beli pake uang sendiri, bukan mau minta....
emil Tahmidin;1;11/03/2023 16:06;Verifikasi email tidak muncul
Taufieq Rohman;1;11/03/2023 15:53;aplikasi kepet berbelit2
Dedie Suhery;3;11/03/2023 15:48;Belum bisa membantu sepenuhnya
Bambang Sutarsono;4;11/03/2023 14:56;Data bisa hilang
Mingge Ignasius;5;11/03/2023 14:30;Baik sekali untk pengisian bbm
roy chan;1;11/03/2023 14:18;Aplikasi ribet, bikin susah orang aja
Gt Legal;1;11/03/2023 14:11;"Server error' stnk tak jeles, lol apk sampah korup ae biar gjdi"" nih apk busuk"
Indra Mlyvvnnn;1;11/03/2023 14:11;App rusak
Endry;3;11/03/2023 14:10;Nanti berhasil saya fullkan bintangnya
Abdul Hakim;1;11/03/2023 13:28;Gak jelas..
andi nugrah;1;11/03/2023 13:17;Aplikasinya error setiap isi bbm, baru tidak bisa bayar manual karena masih tercatat di aplikasi
kanis sai;5;11/03/2023 13:11;Puas sekali
jenifa robby;2;11/03/2023 12:43;Mau beli bbm saja dipersulit..
Budidaya Budidaya;5;11/03/2023 12:38;Budi
aan shavo;1;11/03/2023 12:19;Buruk.. Membingungkan, mau beli BBM tp seolah kyk mau ngemis BBM ke negara 🙄😑😤
RikoCimog cimog;1;11/03/2023 12:04;Apk gajelas,sangat 2 gajelas,menyulitkan yg ada
tono tan;5;11/03/2023 12:01;Bagus
Herman AL (Bang aL);1;11/03/2023 11:32;Memang mungkin di buatnya seperti ini agar subsidi tepat sasaran atau SPBU dapat bekerja dengan benar, akan tetapi cara mengevaluasi sistemnya kurang baik, pengguna masih dibuat bingung dan ribet oleh sistem digitalnya MY PERTAMINA.
cnc padang;2;11/03/2023 11:20;Repot untuk isi saldo gak jelas coba langsung tranfer dari bank kan enak ngapain perlu aplikasi pihak ke3 muter2. Aplikasi belum siap. Sudah di keluarkan. Cek sistem lu
Emil Aja;1;11/03/2023 11:18;Gnti prsdn!!!
Novehelsa Faozaro Hulu;5;11/03/2023 11:03;Buat sementara bintang 5 dulu, nanti kita lihat lg
Ihsan RAMA;1;11/03/2023 10:42;Tidak ada sms konfirmasi
fajar agus;2;11/03/2023 10:03;Apk nya gak jelas
irfan Ifan;5;11/03/2023 09:36;Bagus bagus bagus
BANG BROS ENTERTAINMENT;1;11/03/2023 09:32;Ribet amat hidup di indonesia
Tria Vhanada;1;11/03/2023 08:22;buruk
Yar di;5;11/03/2023 08:07;mantap
Adi Wijaya;1;11/03/2023 07:56;Apk Jelek Banget, gag bagus sama sekali.. buat rakyat Susah aja.. apk susah di akses, upload foto sulit, loading lama, tidak ada notif..
l riyadi;1;11/03/2023 07:43;Gak masuk akal....daftar data udah bener pun masih saja kurang....sekarang malah gak bisa di bukak apk nya....
Deskori Studio;1;11/03/2023 07:38;Hanya di Pertamina SPBU 3440518 beli pertalite 10 liter yang didapat hanya 3 liter masuk tangki mobil. Sisanya disedot lagi lansung sebelum keluar corong pompa.
Edi Ediwanindra;1;11/03/2023 06:25;Cara daftar bikin aku mumet
Johan 88;1;11/03/2023 06:21;Saya sudah foto stnk dengan jelas .katanya gak jelas terakhir di tolak. Udah itu gak bisa di edit lagi data ny gimana la mau isi solar kalau begini barcode gak keluar.....
Aku Ada;1;11/03/2023 06:11;Sekelas pertamina tpi aplikasi nya paling ribet atau buruk sekali 😡😡😠😠😠😠😠
Lazu Ardila;5;11/03/2023 06:11;Mantab
Mulyadi Uar;5;11/03/2023 06:10;Good job .
Pasolle;5;11/03/2023 06:08;Sangat memudahkan
Tri Joko;5;11/03/2023 06:07;Sangat membantu
anggun rusani;1;11/03/2023 06:07;Ga bisa daftar,masalah file melebihi kapasitas,padahal foto udah jelas dari galeri/foto langsung sama aja.pendaftaran aja gbisa² yg kerja makan gaji buta,kerjaannya ke sampah.ga sesuai dengan kemampuannya heran org ke gtu kga dipecat² hahaha, lawak bgt
BangJo;1;11/03/2023 05:56;Gaje
Asta Nasution;1;11/03/2023 05:18;capek deh
Budi Setiawan;5;11/03/2023 05:16;Baik
Heri Ferdian;1;11/03/2023 04:55;Aplikasi kurang membantu , karena pembaharuan data harus menunggu 14 Hari , Terus Upload Stnk mau nya gambar jelas , eh tiba tiba jelas Batas nya lebih dari 2 MB , kan lucu , next mohon diperbaiki lagi developer agar dapat membantu masyarakat menggunakan Hak nya sebagai Warga negara indonesia , Terima kasih .
Si GobanG;1;11/03/2023 04:47;Ga mutu
Muh Arsad;3;11/03/2023 04:44;Nanti d tamba bintangnya
Suhardi Channel;1;11/03/2023 04:43;Aplikasi gembel,, cuma muter muter doang
Zunaidi Di;1;11/03/2023 04:25;alhamdulillah...sudah susah makin dibuat susah
Onto Oke;1;11/03/2023 04:15;G jelas
Roar roory;1;11/03/2023 04:09;buruk. saya belum pernah mengisi solar, kok tiba2 kuotanya sudah terpakai 59L. gimana ceritanya. barcodenya juga baru dibikin. lahh.... di hari yg sama juga sebelumnya belum pernah ngisi bbm... bahkan hingga 2 hari sebelumnya juga belum pernah ngisi. apa makudnya ini. sistem barcodenya ngasal. parah.
Husin Anwar;5;11/03/2023 03:57;MANTAP MYPERTAMINA KU. JOOS TERUS
Marco zeus;1;11/03/2023 03:46;Udah beli bahan bakar di persulit,,trus pas di daftarkan di my pertamina gagal terusss. parahh emng..... Semakin sulit aja indo ini
Dedek Siswanto;1;11/03/2023 03:27;Aplikasi yang sangat buruk untuk di gunakan. Harusnya kode verifikasi itu konek dengan g mail. Atau terisi secara otomatis bukan buka aplikasi baru kode verifikasi muncul. Sangat ribet di gunakan,kalau tidak bisa isi secara otomatis dari g mail yang masuk mending aplikasi ini di buang saja. Hanya menghabiskan kuota.
Rizki CprCtr;5;11/03/2023 03:26;👍
Masnidar Nidar;5;11/03/2023 03:26;Bagaimana caraxa mereset Nik terdaftar?
imanuel spm;5;11/03/2023 02:36;Baik
ree do;1;11/03/2023 02:30;aplikasi penyusah orang
Revi Naifah;5;11/03/2023 02:19;Ok
Masrukhi Biru;1;11/03/2023 01:44;Kalau ada ratting 0 aku kasih rating 0, slow respon, ganti password error terus, udah ganti hp tetep saja error, tolong perbaiki sistemnya jangan cuma di baca, tapi di bales juga !!
Adhy suardi;2;11/03/2023 01:43;Dt
siska susiana;5;11/03/2023 01:32;Sukses selalu pertamina
Sigit Mubaroq;1;11/03/2023 01:04;Sangat buruk Sering kembali sendiri Pasford yg benar di salahkan sehingga berulang kali membuat pasford baru
Riski Muhammad;1;11/03/2023 00:45;Kalo aplikasi belum jadi ,jangan suruh masyarakat ikut aturan dong ,aplikasi sampah
Yuli Nurdjito;3;11/03/2023 00:08;Jujur menyusahkan BG yg gaptek yg GK PGN mkir yg pusing2.yg GK mkirin hp android tp PGN BS isi Pertalite.hadeeh ribet bget jadinya.mboh yg mudah aja Napa ya pak...pak...kalo beli itu bayar ya bayar ajalah.gpy ya GK BS beli gitu loh.wong GK semua orang jg M-banking an pak...Kudu bikin Aplikasi mulu.blg aza mbok rakyatnya GK usah py mobil gitu sekalian,dg alasan bla bla...kn yg PGN py mobil ky saya jg akan mikir.ya GK c...???🤔🤔🤔🤨😌
harison pardede;1;10/03/2023 23:48;ini apalikasi yang terburuk sedunia.. permasalahan nya napol sudah di gunaka dan bisa pula mobil solar jadi pertalit..
supianto dimas21;2;10/03/2023 22:45;2 bintang aja karna bikin ribet , pakai no nik segala ky yg mau di kasih hadia rumah aja wkwkwkkk
Sakun Waji;5;10/03/2023 19:28;Apa yg blom lengkap
Rudi Hendra;3;10/03/2023 19:14;Memperlambat aja buat isi BBM.. harus isi saldo dulu harus bayar Tranfer ke link aja.
Yanda Aridiansah;5;10/03/2023 17:53;Keren
Pahmi Hendrian;1;10/03/2023 17:26;Tidak dapat digunakan
budi syafril;1;10/03/2023 16:44;Aplikasi buruk yg membagongkan. Rakyat bukan di permudah,malah dipersulit dengan aplikasi dungu ini
Bobby Teger;5;10/03/2023 15:43;Ok
Johans Liem;5;10/03/2023 15:32;Top
Deswita;3;10/03/2023 15:27;Sangat sangatlah buruk bagaimana dengan orang kampung yang tak mengerti apa apa yg harus menggunakan aplikasi ini
JETEXPRESS PANDU;1;10/03/2023 15:24;Bobrokkkk
Ikhsan Dwialvedo;1;10/03/2023 15:15;Aplikasi JEMBOT
Aryo Wibisono;4;10/03/2023 14:44;Susah banget ya daftar ?
faisal karaz8;1;10/03/2023 14:21;sekelas pertamina
Hai Tayo;1;10/03/2023 13:42;Hadehhh
Andre _;1;10/03/2023 13:36;ribet
Haris Jono;1;10/03/2023 13:17;Buruk
Aim Taslim;5;10/03/2023 12:55;Saya sulit utk dpt barcodenya
Dava Janwar Iskandar;1;10/03/2023 12:33;Harusnya sudah terverifikasi dengan Pembayaran Aplikasi Dana
Irawati bone Tondon;5;10/03/2023 12:11;Bagus
Septa Yonanda;2;10/03/2023 12:06;Gambar plat mobil tidak kelihatan. Gimna mau klihatan klo upload di batasi cumn 2mb sedangkan mobil yg di foto panjang dan lebar dan pasti lebih dari 2mb .kalo mau di turunin kualitas ny pasti di foto jadi blur tambah ga kliatn
Gunawan Thio;4;10/03/2023 12:05;Bingung 2. 7 keliling Didaerah petugas lebih bingung. Mbok ditraning .
anwar rahman;1;10/03/2023 11:41;ribet.....
R Doank;1;10/03/2023 11:39;MyPertaek terlalu kakean tereret wek...
Anto hutabalian;1;10/03/2023 11:35;Apk menyusahkan
Pia Imel;1;10/03/2023 11:14;Aplikasi error sok2an ngajurin make.. Dari tadi daftar gak masuk ke fformulir nya Tolol bet
Aguswahyu. Wibowo;5;10/03/2023 10:55;Siippp
Junet Sopir;5;10/03/2023 10:24;My pertamina
bara bere;5;10/03/2023 10:10;Sudah berulang2 daftar sampai sekarang blm dpt barcodenya pesan verifikasi kode tdk terkirim ke email...
Hary Deardo Naibaho;1;10/03/2023 10:05;STNK dan photo mobil tak terbaca terus
kokon komarudin;1;10/03/2023 09:45;Udah setahun daftar, sampai sekarang belum dapat barcode
Putra Putra;1;10/03/2023 09:01;Aplikasi taik.... Sudah didaftar berulang kali tetap tidak bisa, trus bahasa menunggu verifikasi sampai sekarang tidak di verifikasi Aplikasi sampah
Wildan Habibi;1;10/03/2023 08:31;Aplikasi gak guna
Ari asoka;5;10/03/2023 08:22;Ok
MUHAMAD DARSYAT;4;10/03/2023 08:03;Puas
Am Nvmber;1;10/03/2023 07:44;Aplikasi jelek sering error Udah daftar tapi selalu tidak menerima email verivikasi, malahan sekarang nik dibilang sudah digunakan
Ivano Ideal;1;10/03/2023 06:58;Menyusahkan masyarakat
Agung trianto susilo;5;10/03/2023 06:22;Membantu
Arman Ngabito;1;10/03/2023 06:19;Aplikasi susah
Rizki Ahmadz;1;10/03/2023 06:11;Mau sinkron ke link aja saja tidak bisa, gak jelas aplikasi nya
Adi Fx;1;10/03/2023 06:08;Sudah daftar, dan sudah diverifikasi oleh petugas. Waktu claim barcode, data tidak ditemukan. Sehat? Kalo kurang dana, buat pengembangan aplikasi bilang. Plat merah kok kalah sama swasta aplikasinya.
Herliansah Channel;1;10/03/2023 06:06;Aplikasi BUMN tak berfaedah sangat mempersulit jika dianjurkan dengan kebijakan pemerintah rakyatnya ngikut tapi sarananya gak sesuai yg diharapkan masak daftar sampai sekarang gak bisa bisa padahal masih daftar diaplikasi atau website
Juanda Agustian;1;10/03/2023 05:40;Entah apa manfaatnya buat masyarakat bawah...yg ada malah nyusahin
Irwan Irawan;1;10/03/2023 05:29;Sudah daftar untuk isi BBM jenis solar semua sudah di ikuti langkah2 nya tapi tetap aja di tolak,.apa yg salah..ga usah di download lah
Hendryc Luo;1;10/03/2023 05:24;Mau isi minyak ribet amat pake barcode barcode segala.. pindah ke SHELL aja
Inu wisnu;1;10/03/2023 05:09;Gk bisa login
novri sugara;1;10/03/2023 05:09;Aplikasi buat susah... untung isi sheal
iqbal zoic;1;10/03/2023 05:08;Buat susah rakyat aja
Andrean Hasibuan;1;10/03/2023 04:58;Sibuk mau usulkan my pertamini tpi kinerja apk ny gk jelass perbaiki dulu laaa kinerja baru nyuruh org donwload 👎👎👎
Dari Satu;1;10/03/2023 04:48;Buruk kli gk berguna apk yah sok sok an pke apk
Bang Dasko;1;10/03/2023 04:45;Apk gk berguna mau mendaftar ajh gk bisa klu bel bisa pake apk gk ush sok sok an pake apk !!!
HARIS NASUTION;4;10/03/2023 04:19;Cepat responnya
Kawar Sembiring;3;10/03/2023 03:37;kurang paham akan maksud dan tujuan nya
Jufri Awi;5;10/03/2023 03:30;Agak ribet
Herdy Lestary;1;10/03/2023 03:16;Aplikasi yg belum sempurna tapi masyarakat di paksa menggunakan nya.. Sudah di isi sesuai ke inginan tetap aja gk bisa Mempersulit masyarakat .
Muhammad Lutfi;4;10/03/2023 03:06;Bagus
Andi Sihombing;3;10/03/2023 03:03;Aplikasi nya bagaimana sih,,, tidak bisa aktivasi link aja,,,, jaringan internet saya stabil,,, kok bisa jaringan internet nya tidak koneksi pada saat mau aktivasi
Nurlela Tomhisa;5;10/03/2023 03:00;Mantap
Suruhenta Tarigan;1;10/03/2023 02:24;Banyak bug, ga bisa login padahal sinyal internet bagus
Nurul amin;5;10/03/2023 02:23;Ok
Robin Wijaya;3;10/03/2023 02:21;ini aplikasi nya mau daftar kendaraan eror terus, di bilang data roda kendaraan belum di isi, di cari cari form roda nya ga muncul, ujung-ujungnya jadi nyusahin ini, tangki minyak uda kosong di suruh isi aplikasi yg masih banyak bug nya
NVP;1;10/03/2023 02:03;Dipersulit
Muchtar Muslim;1;10/03/2023 01:44;Hari ini ditolak isi bio solar, Krn belum mengunduh aplikasi my pertamina
Y P;1;10/03/2023 01:36;Aplikasi menyusahkan, BUMN menyusahkan,dibuatkan akun sama penjaga SPBU tp g dikasi tau password,pas mau ganti password ga masuk2 email-nya,dasar aplikasi amatir
rafardhan julian;1;10/03/2023 01:16;Pendaftaran susah...menyusahkan harga bbm naik. Ribet kali si riko tohir
Daniel Amri;1;10/03/2023 01:12;Repot bener negara ni anjir, isi minyak mobil dijatahin 100 ribu
bidaya Amuel;5;10/03/2023 00:34;Sangat membantu
Mama Karo;5;10/03/2023 00:23;ok
IND;5;10/03/2023 00:17;bersyukur lah klean, gara-gara aplikasi ini klean bisa main hp di pom, yang padahal dulu dilarang.
Dato Raja;5;10/03/2023 00:09;Bagaimana untuk mendapatkan barcot my pertamina ? Sedangkan saya sudah mendaftar di aplikasi
abdullohjabalkat abdullohjabalkat;5;09/03/2023 22:55;Lancar
Victor Ictor;1;09/03/2023 18:21;Aplikasi bikin susah aja
Muchtar Nasution;5;09/03/2023 17:23;Masih dipelajari
Rangga Eko Saputro;5;09/03/2023 17:10;Saya daftar innova diesel saya ko gak bisa ya
Muluk Abd Samad;4;09/03/2023 16:58;Dicoba dulu
Ayahediky;4;09/03/2023 16:29;Untuk keseluruhan saya nilai bagus tapi mohon di perbaiki untuk layanan subsidi karna jatah subsidi BBM sering ilang atau berkurang jatahnya padahal belum dipakai..
Evah Khofifah;1;09/03/2023 16:06;Kicik binggittt
taufik arif;1;09/03/2023 15:49;Ribet aplikasinya, bukan nambah cepet malah lama antrian, klo bs sulit kenapa cari yang mudah, itulah kalimat yg pas buat pertam*nana
Muhamad Edi;1;09/03/2023 15:25;Tdk bisa ngisi Data diri
Si_Broo 3N;1;09/03/2023 15:03;Mau daftar koq ribet, dasar aplikasi sampah
Riko Apandi;5;09/03/2023 14:41;Saya sudah mengirimkan smua data saya dengan jelas mengapa hasilnya selalu gagal mohon bantuannya min
Amar Irama;5;09/03/2023 14:24;Ok
Agustinus Samosir;1;09/03/2023 14:17;Mimpi kali ya mau menyamai Petronas. Aplikasi terburuk untuk sekelas Pertamina.
PTRS official;1;09/03/2023 14:02;Aplikasi terburuk banyak bug
gobox.mks.0013 Driver;1;09/03/2023 14:00;Aplikasi ini adalah hasil dri kebodohan yg di bungkus kecanggihan teknologi
adhi rudiantoro;5;09/03/2023 13:53;Pelayanan di POM Bensin Pertamina Bagus dan cepat
