content;Sentimen
Apk nya bikin susah aja.. Sudah daftar tapi gagal terus,terlalu banyak masalahnya,,jadi masyarakat tambah susah aja kalau kaya gini;Negatif
"Aplikasi bikin susah masyarakat,, mobil sama sekali belom pernah daftar tpi bisa"" nya plat mobil sudah ada yg pakai,,yg bikin aneh mobil nya bensin tapi jatah nya solar.. gk jelas bgt.!!";Negatif
Mudah2an bermanfaat;Positif
Tau aplikasi babi ini la dia susah susah orang daftar susah orang isi minyak. #negarakriminal;Negatif
Apk gak jelas bikin ribet. Pke apk gk masalah tp tolong di permudah bukan mempersulit pengguna.;Negatif
Bagus;Positif
Makin d persulit. Verifikasi kode email gak d krim2;Negatif
Optimalkan terus semoga appl selalu tambah sukses...aamiin;Positif
Aplikasi gk bermutu ,bikin ribet supir aja ,masa udah daftar gak bisa terus ,di tolak terus;Negatif
Aplikasi punya pemerintah kualitas kayak bikinan anak sd;Negatif
Perbanyak lagi alat pembayaran;Positif
Aplikasi enggk beres mempersulit pengguna saja cara dftarnya sulit si pahami dan sering terjadi masalah bug sunggu aplikasi yg buruk dam mempersulit masyarakat;Negatif
Sudah terdaftar.. Tapi tidak bisa login .. Ada ap sebenar nya?? Password sama ni uda pas .. Tapi tetap gk bisa login... Mulai gila ni apk nya;Negatif
My Pertamina mantap !;Positif
Mantabbbbbb;Positif
Aplikasi Gak Jelas,,, Pelayanan Sungguh Buruk dan Menyulitkan Masyarakat,,, Alurnya sangat Membingungkan,,,;Negatif
Ok;Positif
Ribetin. Data kendaraan ditolak dengan alasan poto STNK tidak sesuai. Musti moto stnk berapa kali gw njing?;Negatif
Jika mau membayar menggunakan aplikasi mypertamina pada SPBU. Banyak SPBU yg menolak dengan alasan sedang offline....;Negatif
Terkutuk buat kau yang buat aplikasi ini..;Negatif
Mantap;Positif
Harga sdh dinaikkin, masih harus susah antri dan ribet di aplikasi, saya cuma sopir borongan, sakit hati kalau kerja saya dipersulit spt ini;Negatif
Banyak kekurangan salah satunya saya sudah login di apk my pertamina tapi tidak bisa login untuk supsidi tepat. Ini maksudnya gimana?,;Negatif
"Ini gimana sih...cukup"" sudah satu harian aku mendaftar akun aku tidak bisa"" ya...masak no hp seharusnya 12 digit menjadi 13 ...ya jelas selalu eror lah... dipersulit sekali lah hidup ini...hedeh...semoga kalian"" yang terlibat dalam membuat aplikasi dan kebijakan ini diberikan Allah keselamatan dunia dan akhirat";Negatif
Cara lintah darat nyedot duit.;Negatif
Maaf sy kasih bintang 1 dulu. Ini apk sy coba instal lgi, tuk dapatkan barkode 🙏🏻🙏🏻;Negatif
Belum terhubung..;Negatif
Scam;Negatif
Penggunaan kurang bagus dan tidak jelas dan tak teratur;Negatif
Menyusahkan rakyat kecil, BBM udah naik isi BBM haru pakai kartu juga semoga yang menyusahkan rakyat kecil dibalas oleh allah;Negatif
Menyusahkan;Negatif
Susah Bah. Operasional Perusahaan Terganggu BOS Ku...;Negatif
Mau daftar aja susah... Mending tidak usah bikin aplikasi...;Negatif
Nyusahin ajee ,ribet ribetttttt bacottt aplikasi;Negatif
Mudah dan cepat;Positif
Ok;Positif
Suruh pakex barkot daftar yha sush bgt. Bikin repot dong nggk jelass;Negatif
Aplikasi buruk ,udah bbm mahal ,pakai riebt pisan, yang samrt dikit dong kalu buat apk , masa iya beli solar aja ribet kita kerja ,kasian tuh bpak2 spir gak teralalu bisa hp,dftar nya aja ribet paki nik segala ,jadi gak bisa beli solar ,;Negatif
bingung di mana liat QR Code di aplikasi ini;Negatif
Lo key;Positif
Merepotkan pengusaha kecil dalam berbagai aspek mulai dari pemberitahuan mendadak dari spbu terdekat serta pengunduran pekerjaan yang terjadi karena ketidak bolehan dalam mengisi minyak. Ketika mendaftar juga, ketika memakai kamera bawaan weebsite agar berat file bisa 2 mb(batas max) tidak diterima karena foto kurang jelas, ketika memakai kamera sendiri supaya jelas malah file nya 3.7mb dan tidak bisa diterima weebsite. batas waktu menunggu yang lama. Disuruh nunggu di spbu seharian.;Negatif
Admin tolong pembayarannya jangan link aja Minta tambah obsi lain admin;Positif
Ga ada yg lebih simpel lg apa cara daftar & penggunaanya? & kl bisa segalanya di sederhanakan, cara & bahasa nya pakai bahasa indonesia.;Negatif
Baik;Positif
SANGAT MENYULITKAN KHUSUSNYA BAGI PENGGUNA LANSIA. TIDAK EFEKTIF.;Negatif
Goblog;Negatif
Aplikasi bikin susah masyarakatt;Negatif
Mantap;Positif
Plat no polisi kendaran bisa pula sudah terdaftar, padahal belum pernah mendaftarkan. Jadi mempersulit operasional kalau begini;Negatif
Aplikasi sangat menyulitkan;Negatif
Susah banget untuk pendaptaran;Negatif
Nggak guna dan ribet banget;Negatif
Sudah ok, cuman 'branding' nya kurang sehingga msh ketinggalan sama PF lain;Positif
Ok;Positif
Aplikasi tidak jelas.;Negatif
Poitnya mahal amat 🙈;Negatif
Ok;Positif
Daftar gk pernah berhasil gk jelas bikin susah aja aplikasi ini PHP;Negatif
Parah nih saya blom isi solar udah 2 malm giliran mau ngisi ga bisa vocer nya udh ada yg pake kan konyol;Negatif
Bagus;Positif
Sangat baik;Positif
Mantap;Positif
Aplikasi sangat gila. Dari tadi gak ada terverifikasi datanya. Padahal apapun udah benar. Apikasi membodohkan rakyat;Negatif
Ga niat ni aplikasi, katanya disediakan pembayaran lewat gopay dan ovo, dicoba tetep bisanya pake link aja. Cuma gimick aja ternyata. Kalo niat moderenisasi yo jangan setengah 2..payah;Negatif
Bikin ribet aja bangke...!!!!;Negatif
Gak jelas. Apa guna nya plat nomor kendaraan. Sibuk nanyak nomor hp sama nomor plat. Sekarang pake barode lagi. Pie kabare?? Sek enak zaman ku toh????;Negatif
Aplikasi gak jelas dari kemarin gk terverivikasi udah coba lewat aplikasi lewat web sama aja rak mutu blass dapuran tuku solar wae di angel²;Negatif
Makin ngaur...gak jelas;Negatif
Bagus;Positif
Gk bisa di pakai aikasinya;Negatif
Udah la jangan mempersulit rakyat kecil...🙏🙏🙏🙏;Negatif
Susah sekali untuk mendaftar di mypertamina. Membingungkan;Negatif
Aplikasi diem di tempat. Gk guna sama sekali;Negatif
Apk parah,bnyak bug da uka leg. Login gagal trus pdhal password sdh benar. minta reset ke email prnah kirim. Tolong kalo bikin apk yg agk bnr, masa perushaan besar apk payah.;Negatif
Mau uninstal, butuh ini buat beli solar mobil angkutan.. Didaftarkan, gak bisa masuk..;Negatif
Udah berapa kali foto mobil masih aja susah... Kalau mau aplikasi ini maju ya tolong di permudah dong bukannya dipersulit....;Negatif
Zaman mangkin sulit ...cari uang mangkin susah ..;Negatif
"foto stnk berkali kali bilang ngga jelas, kalo ngga bisa bikin aplikasi, jangan bikin aplikasi, sampai sekarang ngga bisa isi bbm solar truk, aplikasi bener"" parah malah menyusahkan rakyat yg mau berusaha, harusnya di pom bensin di tandai, kalo untuk truk, bus itu ngga perlu pakai aplikasi. Malah merepotkan, ini aplikasi memang sengaja bikin rakyat susah, kalo mobil mewah silahkan untuk dilarang,";Negatif
Aplikasi ruwet padahal sudah nampak semua;Negatif
Aplikasi lelet berbelit Belit.;Negatif
Puas;Positif
UN SD jg Hy UU w m mi ju3 TT jnun 4;Negatif
Saya tidak bisa daftar subsidi tepat;Negatif
Aplikasi yang bermanfaat;Positif
Menyusahkan;Negatif
Super....;Positif
Matap;Positif
Kebijakan yg mensengsengsarakan;Negatif
Mantap;Positif
Gratis bbm setahun....;Positif
Engak jelas aplikasi nya. Daftar susah;Negatif
Aplikasi ini susah.di ap det;Negatif
Ooloooooosssssd sysslo;Negatif
Mantap;Positif
pemilu 2024 masi mau di pilih lagi ndak? klw masi mau jangan buat susah rakyat.. rakyat sudah taat aturan ya tolonglah kelola ini negara dengan benar, bikin aplikasi mbok y yg simple mudah.. dana triliunan horang pinter banyak tapi kok masi aj begini begini saja..kurang syukur apa?;Negatif
Aplikasi tak jelas. Sudah daftar tapi tiba mau log in, pasword dan NIK salah.;Negatif
Aplikasi masih banyak bug, daftar sulit sekali banyak kendala;Negatif
mempersulit masyarakat;Negatif
Bug gk bisa masuk nih gimana mau isi bensin klo kyk gini;Negatif
ilpyth;Negatif
Oke;Positif
Gw sumpahin ini yg bikin app masuk neraka.. Aplikasi mempermudah malah mempersusah;Negatif
Parah verifikasi di tolak alasan foto stnk tidak jelas.di edit beberapa kali tetep aja.kalah sama aplikasi PINJOL....;Negatif
Aplikasi haseuum... Susah bnaget registrasinya;Negatif
Pak tidak jelas.;Negatif
super ribet, datanya berlebihan, gk sekalian ditambahin tim survey, surat tinggal, kalau perlu pasport sekalian,;Negatif
Mau bayar pake ovo gk bisa bisa;Negatif
Meresahkan masayarakat kecil;Negatif
Sangat membantu dan sasaran yang berhak dapat;Negatif
Gak efektif khususnya antrian solar pakai aplikasi malah lebih panjang antrian kalau emang subsidi kan sudah ada EDC mesin yg catat plat nomer itu harusnya tercatat seluruh pom kalau plat nimer itu sudah isi dan tidak bisa isi lagi gak perlu pakai aplikasi ini coustemer terasa yg di repotkan kalian...;Negatif
Aplikasi useless ott ngga kirim kirim rese;Negatif
"""""Dipersulit di SPBU, dipersulit juga di Aplikasi."""" (Susah melihat orang senang, Senang melihat orang susah= Setan) Masih proses mendaftar, udah dibilang salah PIN. Dan Blokir 30 menit. Aplikasi macam apa ini...??.!! Klo cari duit, yg benar lah woii..... Jangan pembodohan kayak gini.";Negatif
Saya daftarnya kemaren, sampai sekarang belum ada sms otpnya. Mau daftar ulang katanya sudah mengirimkan sms berisi kode otp. Gimana solusinya ??;Negatif
Jual aplikasi apa jual BBM.. hadeeh..;Negatif
pelayanan tidak memuaskan , mau daftar di persulit;Negatif
Aplikasi eror, terlalu banyak bug, kurang responsif terhadap penggunaan, terlalu beta, belum cocok di rilis, butuh pengembangan lebih matang, gak sesuai kriteria aplikasi pada umumnya, untuk log in butuh banyak proses membuat para pengguna menjadi bingung, terlalu memaksa untuk rilis padahal cacat aplikasi;Negatif
Banyak Sekali Kekurangan Dalam Aplikasi Ini, 1. Foto melalui aplikasi auto di tolak karna kurabg jelas, 2. Fitu lupa password sepertinya tidak berfungsi, 3. Jika ktp atau nomor polisi sudah pernah di daftarkan dan lupa paasword claim, saat didaftarkan ulang sudah ga bisa di daftarkan, Mohon untuk segera di perbaikin, Karna Menghambat Kinerja perkejaan saya, Yang akhirnya Berdampak pada kuluarga saya;Negatif
Otp nya setahun baru masuk 🥺 Gak membantu;Negatif
Kode OTP nya GK ada di kirim ke saya, Kecewa dengan Pertamina bukannya bantu masyarakat malah nipu masyarakat.;Negatif
Mau reset PIN OTP nya gak masuk2...;Negatif
Tdk mendapatkan Kode Konfir melalui sms;Negatif
Ga jelas ni aplikasi. Ni pemerintah juga buat kebijakan bukannya mempermudah, malah mempersulit.;Negatif
Zulkifli;Positif
Pant*k mah;Negatif
Kenapa apk nya gak bisa di daftar?;Negatif
Aplikasi butut. Daftar ribet nya minta ampun otp ga masuk2;Negatif
kode otp gak masuk masuk sudah 2 hari. ni apk apa sebenarnya;Negatif
Udah di coba berulang2 buat verfikasi akun tpi SMS gak masuk2. Waktu minta pesan ulang katanya udah di kirim pdhal gak masuk. Ini gimana ya? Udah di coba juga pake beberapa nomor hasilnya sama. Bukannya mempermudah tpi malah SANGAT MEMPERSULIT.;Negatif
aplikasi busuk, tolonglah aplikasi ini dibuat bagus, dan tolong kalau ada yg registrasi pakai data bodong dapat diproses kejalur hukum, masa mobil sy belum ada sy registrasi di apk my pertamina sy coba isi dispbu dibilang pekerja spbu nya didata my pertamina mobil sy BBM nya solar, sedangkan sy belum ada daftar dan mobil sy jazz, masa jazz BBM nya solar ,,,;Negatif
Aplikasi jelek bikin susah lah... Udah punya akun gara2 ganti hp mau login lagi gak bisa Krn kode otp gak di kirim,tp di aplikasi ada notifikasi nya kalau kode otp udah di kirim. Lalu saya coba daftar lagi pakai nomor yg berbeda tp terkendala kode OTP lagi yg gak di kirim.. parah banget aplikasi ruweettt;Negatif
Aplikasi tdk dapat diandalkan. Mau daftar info OTP sudah dikirim tapi sms nda masuk2;Negatif
Bikin ribet aja mau daftar aja ga bisa kode nya aja ga di kirim ga jelsa;Negatif
Dasar bikin susah rakyat....minta kode otp aja terus,diklik ga mumcul2,...;Negatif
Aplikasi taik,isi minyak harus pake barcode , sementara daftar aja susah.kode verivikasi nomor telepon sudah 24 jam ga ada masuk pesan.gimna caranya mau daftar.. Pemerintah tolol buat ribet masyarakat.mau ngisi BBM aja bnyak persyaratannya kek taik.otak kalian di pake wahai penguasa bujang;Negatif
mantap;Positif
Kasih bintang 3 dulu, soalny saya masih bingung ngisi di my pertamina kok gak pernah dapat poin, emang hrus dapat poin itu pengisian berapa sih, belanja di di suatu tokoh aja masih dpat poin pakai kartu memberny 🙏 mohon di mengerti, sisi baik ya ngisi pertalit suda muda semenjak di bantu aplikasi, wah parah ni mau msuk lgi kok susah bner, kode otpnyelalui sms , tpi smsny g masuk² bnerin dlu lah aplikasi;Negatif
aplikasi jembut.. lelet..gagal terus..;Negatif
Menyusah kan;Negatif
Belum pernah daftar tapi pas daftar diinfokan bahwa sudah daftar dan klik lupa password utk mendapatkan link perubahan password, link tidak dikirim2.;Negatif
Daftar susah. Tinggal nunggu kode otp nya tapi di tunggu ngk masuk masuk juga. Kalo bisa cepat dan dipermudah, jangan lama dipersulit.;Negatif
Produk gagal. Mempersulit rakyat doang. Di outlet manual jg susah dapatnya ni BARCODE. Bodoh yg buat aplikasi. Gak berguna.;Negatif
Astaghfirullah.. Katanya nomer saya sudah terdaftar.. saya masukkan lupa PIN gak respon apa apa. Ini bagaimana?;Negatif
Tidak menerima kode otp,apk rusak;Negatif
Yang ad bikin susah pekerja supir aja di indonesia ini, ap gk ad kbijakan lain wahai orang kaya. Ni dari tadi sore udh saya coba daftar pakai no hp saya tpi kode verifikasi nya gk ad masuk ke hp saya. Gmna ni saya bsok bsa krja klo gk bsa isi BBM.👎🖕;Negatif
"Sudah didownload tapi no verivikasinya g ada"" dipesan masuk..bikin kesel";Negatif
🐷;Negatif
Kenapa susah mau masuk harus verifikasi dulu ngirim pesan otp nya lama gak muncul² mau login aja susah;Negatif
Sangat bermanfaat;Positif
Ikut aj lh;Positif
Kode otp gak dikirim..;Negatif
Aplikasi lucu, coba pikir ngaruh nya apa, cuma nyusahin rakyat, mau login ga bisa mau daftar ga bisa, yang cerdas dikit gitu lho, ini projek tujuanya ke arah mana, tolong pakai cara yang sehat dan membangun, yang sesuai kebutuhan, fundamentalnya dulu, baru bikin projek jadi ga nyusahin. Kalau ga siap ga usah banyak acara,sama saja menunjukkan betapa bodoh nya Kalian dalam berinovasi.;Negatif
Hari ini error dari jam 5 sore sampai malam ini tanpa pemberitahuan di SPBU Jl. Surya Sumantri Bandung. Pembelian Solar.;Negatif
apk tarik,GK jelas sangat berbelik2 apk lamban dlm merespon pendaftaran;Negatif
Aplikasi nya mudah nge bug. Verifikasi lewat email tidak berhasil. Banyak masalah di apk ini.;Negatif
Aplikasi nya 👎👎👎👎;Negatif
Tolol;Negatif
kenpa harus pake yg ginian bikin susah saja para supir²..... ini untuk membantu masyarakat atau menyusahkan masyarakat bos;Negatif
Kode otp gk masuk masuk. Menyusahkan masyarakat saja.;Negatif
Saya edit maaf saya pengguna mypertamina sejak lama setelah pembatasan saya ngak mendapatkan kode otp;Negatif
Susah untuk masuk nya Gak bisa terima OTP nya Jadi gak berfungsi apk ini Jelek banget;Negatif
Sulit daftar nya meloy..;Negatif
Aplikasi tida jelas. Memasukkan kode otp melulu. Sudah punya link aja tapi ttp gag bisa. Bodoh;Negatif
Aplikasi bikin pusing. Ketimbang beli BBM aja ribet nauzubillah. Ngeribetin rakyat. Bikin ngucap, registrasi kaga bisa bisa. Esmosi dibuat nya;Negatif
Otp ngga dikirim2, aplikasi setengah matang;Negatif
Ok;Positif
Saya lupa paswor, gimana ya min? Sudah saya coba lupa password blm dpt dari SMS, bisa bantu;Positif
Aplikasi error;Negatif
Daftarnya minta kode OTP, tapi kodenya tidak bisa terkirim terus ke nomor HP 🤦🏻;Negatif
gajelas udah pake banyak nomer buat daftar tapi gabisa verifikasi OTPnya malah ga masuk;Negatif
Tidak ada OTP kirim ke sms Aplikasi nya tidak jelas;Negatif
Aplikasi busuk minta otp di SMS di tunggu gak ada otpnya gak masuk2 di SMS.. asu maksa banget;Negatif
Aplikasi sangat tidak membantu;Negatif
App badut. interface gajelas , penggunaan bikin repot, Orang udh beli bbm ratusan liter masa ga muncul juga di riwayat pembelian di app;Negatif
BUAT APA APLIKASI INI DIBUAT, DI PALEMBANG GA ADA YANG BISA, ADA YANG BENER GA ADA, ADA YANG ERROR, DAN BEGO NYA ERROR NYA SEBULAN, MANTAP, MENDING DIHAPUS;Negatif
Sebelum di pake aplikasinya mohon di uji coba dulu deh yg bener jangan langsung di launching aja. Susah bener mau daftar aja OTP gak bisa masuk.;Negatif
Ga bisa regis;Negatif
Aplikasi yang sangat menjengkelkan.... Bukan nya mempermudah malah mempersulit.;Negatif
Apk membagongkan.. Otp ga mau masuk;Negatif
saya yakin kebanyakan teman2 pakai aplikasi ini untuk mendapatkan qrcode subsidi tepat... dan itu termasuk fitur utama. ya kiranya bagi yang sudah mendapat qr code, harusnya qrcode tersebut muncul di halaman utama, atau di profil kendaraan.. agar mudah mengaksesnya.;Positif
Aplikasi gak jelas, Kode Otp pas mau daftar tidak dikirim kirim;Negatif
Susah dapat otp;Negatif
aplikasi busuk;Negatif
Aplikasi anehh! Pin baru di bikin dan langsung login kok bisa2 nya Slah pin. Kode verifikasi ga ada masuk di no hape yang dicantumkan, bikin tensi.;Negatif
Mobil saya bensin tapi terdaftarnya bio solar Udah ke call center ga ada balasan;Negatif
Mau daftar kode OTP nya tidak keluar, padahal sudah diulang beberapa kali, sampai ganti no hp tetap aja nihil;Negatif
Jelek banget aplikasinya, daftar aja gak bisa udah seminggu.;Negatif
Aplikasi tol*l;Negatif
Buat pertamina tolong lah beli solar 1 liter 2 liter masak hrs pake kartu pas bnyak di desa kmi yg menggunakan prahu kecil alias miskin tp di persulit untuk hanya membeli 1 liter 2 liter solar n jg di daerah kami itu bkn hy nelayan tp jg petambak yg ngambil air menggunakan mesin yg berbahan bakar solar masak tambak itu hrs pnya PAS jgn lah mempersulit rakyat miskin ini yg di untungkan pr bakul ngambil banyak diregen smpi puluhan dirijen di kasih tp kami para nelayan miskin gk dikasih🤬;Negatif
Gmn cara penggunaannya nik kok salah Mulu..;Negatif
Sering trobel;Negatif
Aplikasi gak jelas.mau daftar kode otp gak masuk2;Negatif
Aplikasi tidak berguna sdh kirim kode otp berulang kali,.di tunggu tidak masuk;Negatif
Aplikasi gak guna,,, mau daftar aja susah banget,,,,;Negatif
Menyusahkan rakyat asli,ngisinya ribet banget;Negatif
Aplikasinya buruk banget, ga jelas huekkk, SMS verifikasi ga muncul-muncul, kalo mau sistem digital kek gini setidaknya aplikasinya sudah sesuai standard dong, sok banget bikin sistem pembayaran digital tapi aplikasinya tidak memadai. Tolonglah ditingkatkan lagi, jangan ngebet pengen digital tapi aplikasinya ga jelas banget.;Negatif
Susah masuknya... aplikasi kurang baik. Semoga data tidak disalah gunakan.;Negatif
"Aplikasi apaan ini berubah lg my pertamina tidak terpakai lg dak kini berubah pertamina tepat sasaran donlot kembali apakah begini cara pemerinta memeras rakyat nya dr donlot""dan donlot aplikasi baru dan baru lg";Negatif
oke;Positif
Telek;Negatif
Verifikasi OTP-1 tahun, bln juga di pake sudah menyusahkan, gimna kalau di pakai, cara penanganan minyak itu bukan di batasi pemakaiannya, tapi di basmi mafia migasnya dari dalam lingkungan perusahaan. Pertamina, dari atas sampe bawah. baru di sosialisasikan ke Masyarakat luas. Problemnya Apa, Aksen Plannya apa. Nakal boleh, setidaknya jangan Bodo;Negatif
Bosok otp gak terkirim2;Negatif
aplikasi nya super jelek Kode otp nya tidak masuk bahkan sudah klaim 50x parah banget ni aplikasi;Negatif
nyangkut di “Verifikasi Kode OTP”;Negatif
Oppo oo;Negatif
Kalau ada yg sulit kenapa cari yg mudah?👎👎👎👎👎;Negatif
Apk ga jelas. Maunya apa ini aplikasi. Terdaftar tapi ga jika login. Gimana ini pembaharuannya. Kita coba call center 135 malah ga da solusi. Kya ngomong sama robot doang. Ngabisin pulsa aja buat hubungan call center. Indonesia itu punya banyak orang IT berkualitas. Masa cuma aplikasi kya gini sekelas pertamina ga bisa ngerjain. Ah aplikasi ga jelas.;Negatif
Kode otp ga masuk masuk. Berapa biaya pembuatan apkikasinya, sampai se konyol ini. Kecewa. Dipaksa makai aplikasi tapi aplikasinya belum siap. Menghabiskan uang saja.;Negatif
Mantaap;Positif
Mantap;Positif
Gimana ini,gak bisa verifikasi. OTP nya gak masuk2 woi di SMS anjayyy kek mana ini kalo gak bisaaaaaaaaaaaaa. Terusss gak bisa beli BBM dongggggggggggggg;Negatif
Gk bisa daftar;Negatif
Mau isi bbm harus lewat aplikasi. Daftar akun kote OTP nya gak dikirim. Hubungi CS nya suru nunggu 1x24 jam. Mau gak mau harus nginap di SPBU dong! Kenapa ga Sekalian aja buat penginapan milik BUMN di SPBU? ANEH;Negatif
Alhamdulillah bisa buat transaksi isi bbm;Positif
Ngirim kode verifikasi pun kau lama kalii...!;Negatif
Tiap daftar disuruh masukin kode otp,tapi tidak kode otp nya tidak dikirim.nungguin kode otp sampe tolol tetap tidak dikirim;Negatif
Yang buat nih aplikasi tolol bener , bukan memper mudah malah tambah susah . Memang aneh peraturan di negeri Konoha ini .udah capek capek daftar , eh malah di suruh muat ulang aku kira hpnya gak kuat ternyata aplikasinya error terus terusan .toddd ngentod kalau mau cari uang ya gak gini blokk kasian rakyat kecil malah di persulit aplikasi taii , useless 💩💩💩💩;Negatif
Aplikasi kontool mau isi bbm aja dipersusah;Negatif
serius dong kalo ngelola aplikasi, yg gini kan dibutuhin banyak orang masa cuma kode otp aja lama, ngehubungin akun link aja dibilangnya gaada koneksi, padahal wifi/kuota aman, serius? klo aplikasinya aja gabener mending my pertamina di semua pom bensin gausah digunain lagi;Negatif
Bikin ribet aja;Negatif
kenapa saya barkot kok gk bisa masok;Negatif
Good Job;Positif
Ok;Positif
Aplikasi nya susah;Negatif
Mantap;Positif
Coba saja;Positif
Aplikasi nyusahin;Negatif
Oke;Positif
Gak Jelas. Jangankan sampai dapat QR Code nya, login aja dipersulit. chuaks;Negatif
susah sekali ini aplikasi cuma bikin bikin susah masyarakat sdh daftar nda di verif;Negatif
Udah 2 bulan di palembang gangguan terusss mending hapus aja aplikasinya kalau gini;Negatif
Tidak bisa submit data;Negatif
Stuck di logo MyPertamina;Negatif
LinkAja tidak bisa dihubungkan. sudah coba hubungi CS tetap tidak ada penyelesaian. muter2 terus tidak jelas;Negatif
Tolong di perbaiki bad bgt untuk keseluruhan, aplikasi sekelas pertamina kaya gini.;Negatif
Aplikasi Ter*0bloQ;Negatif
Membantu;Positif
Aplikasi ga jelas. Sudah daftar malah ga bisa login. Salah password terus..;Negatif
Aplikasi tempek;Negatif
Bener kata orang-orang yang ngasih bintang satu di sini;Negatif
Ketik kode verifikasi udah bener . Cek berulang-ulang jawabannya GAGAL terus. Hadeeeeeeuh;Negatif
Ancur;Negatif
Ribet;Negatif
Belum berhasil mendaftar petralit;Negatif
Kok gk bisa masuk ? Bolak balik aja terus di pendaftaran !!;Negatif
NGISI HARUS PAKE APLIKASI TAPI APLIKASI NYA GINI MOHON DI PERBAIKI MASA PERUSAHAAN NGGA MODAL BUAT APLIKASI YANG LEBIH SEDERHANA SUSAH AMAT NGISI SOLAR JUGA;Negatif
Ok;Positif
Barcode hilang padahal dah terdaftar tpi lupa tak simpan setelah tak cari gak ketemu padahal imail dan nomor mobil semua sama tapi sulit gak keluar barcodenya?!!!;Negatif
Bukan mempermudah melainkan mempersulit BRU DAFTAR KODE OTP NYA DI KIRM BERULANG KALI TIDAK MASUK !!!! PADAHAL NO TELP BENAR;Negatif
Aplikasi menyusahkan !!! Verifikasi gagal terus, kalau gak niqt buat aplikasi gak usah buat bapak yg terhormat !! Jangan menyusahkan rakyat dengan modus aplikasi !!!;Negatif
Baru memulai pengalaman baru....semoga mempermudah;Positif
Ribet;Negatif
Kita di wajibkan ngisi bbm subsidi pakai apl ini tapi apl ini sepertinya sengaja di buat eror sehingga masyarakat kecil tidak bisa mengisi bahan bakar minyak subsidi. Daftar dari pagi sampai sore eror trs paswordnya salah padahal pengisian nya benar. Tolong donk kalo ada yang mudah jangan di buat ribet dan banyak aturan.;Negatif
Tidak bisa menghubungkan ke Linkaja, mohon bantuannya;Negatif
Ok;Positif
Aplikasi nyusahin, aplikasi mentah, gak punya aplikasi ini gak bisa ngisi minyak full, kita disuruh ngisi minyak eceran kalau aplikasinya susah buat daftarinnya.;Negatif
Penggunaannya midah;Positif
Bikin ribet Katanya di spbu dilarang menggunakan telfon kok skrng di bolehin semenjak ada aplikasi ini Udah pke jga gak pernah dapet nota nya;Negatif
Aplikasi gajelas, saya sudah daftar tetapi selalu saja ada masalahnya....foto stnk tidak jelas lah,padahal udah minta tolong sama kakak2 admin yang di SPBU nya langsung tetap aja gabisa....masalahnya tu mobil saya kijang tahun lama masa hanya gara2 aplikasi sampah gini saya harus isi dexlite, kan gamasuk akal;Negatif
Buruk!!!;Negatif
Aplikasi yang sungguh menyusahkan, ribet...sudah berkali-kali isi data kendaraan tapi tetap sj tidak terkoneksi dengan My Pertamina. Jangan bikin rumit kalau memang ada syarat di My pertamina agar dapat BBM bersubsidi. Agar menjadi perhatian para pejabat pertamina. Terima kasih.;Negatif
Gak jelas;Negatif
Pejalan jauh;Negatif
Membuat masyarakat kebingung,dan mempersulit masyarakat saja;Negatif
size ooo uuuuu yu general size u.uuu.uum u general we will discuss uu.shin.muuu .uu am m km uuu..u uuuuuuuu uuuuuuuu uuuuuuuu uuuuuuuu for the motorbike washing machine business that's done uuuuuuuu min on up u;Negatif
aplikasi burik Tak bisa login;Negatif
Aplikasi nya sangat tidak efektif (cacat);Negatif
Buat apa aplikasi kek gini mempersulit membeli bensin saja;Negatif
Ini aplikasi merepotkan....harusnya ga usah bikin aplikasi seperti ini...tinggal di atur aja gmn? Misal harga pertalite 10.000 harga pertamax 11.000 pasti pada milih BBM pertamax...;Negatif
Coba dulu;Positif
Saya mau ganti email, aja menunya ke ppm.id/datakendalasubsiditepat, pas dibuka malah hotel ga jelas;Negatif
Gampang dan mudah;Positif
Proses memasukan data sangat membingungkan dan merepotkan;Negatif
Oke;Positif
Taktuta;Negatif
Hebt;Positif
Di permudakan;Positif
Banyak bug, bagian ceklist, bagian foto bug semua;Negatif
Mantap;Positif
Keren;Positif
Keren;Positif
Tidak bisa dihubungkan ke LinkAja. Sinyal bagus u/ semua aplikasi tp kenapa di MyPertamina selalu gagal dgn alasan sinyal.?;Negatif
Pertamina ok, tambah sukses;Positif
Mantap deh😊😊😊;Positif
Pertamina makin terdepan;Positif
Aplikasi ruwet, mau bayar pake ovo aja ngelinknya ribet banget. Beli solar harus pake aplikasi segala mempersulit urusan orang lain aja aplikasimu. Memperpanjang antrian, lelet banget.;Negatif
Aplikasinya tidak jelas susah daftarnya ..aplikasi bukannya untuk memudahkan malah bikin susah pengguna...mana sekarang tdk bsa isi bensin..harus menggunakan aplikasi bintang 1;Negatif
Ribet banget ,tapi bagus juga kebijakan pemerintah;Negatif
Mantap aplikasi berjalan lancar;Positif
bisaga nda usah dipersulit orang-orang klo mo beli bbm?;Negatif
Daftar ribet, poto ini itu, stnk tidak terbaca, memang negara wakanda;Negatif
memberatkan masyarakat awam/lansia;Negatif
Email benar tapi gak keluar kode nya Gimana sih Bikin orang susah aja Ngpain pakai² apl nyushin orang aja mau ngisi BBM susah;Negatif
Aplikasi yang sangat mempersulit rakyat;Negatif
Kenapa gagal.ratusan kali.ditolak mulu;Negatif
